GRD_CD,year,grade_id
FOPTHUNDER,2016,354
TOF(GT),2016,355
SFTGFOP1VINS,2016,356
TGBOPMUSCATE,2016,357
FBOP(SPL),2016,358
STGBOP(AUT),2016,359
GOF GT,2016,360
SFTGFOP1CLCL,2016,361
SFTGFOP1CLFL,2016,362
GOF(CHINA)SP,2016,363
FTGFOP1CLDEL,2016,364
FOP(SPL),2016,365
FTGFOP(SPL,2016,366
TGFOP1(SPL,2016,367
TGOF(CH),2016,368
FTGFOP1(OOLO,2016,369
TGFBOP1(,2016,370
SFTGFOP1HF,2016,371
BOP(O)SPL,2016,372
SFTGFOP1(VIN,2016,373
FTGFOP1(CH,2016,374
GFBOP1,2016,375
TGBOP(SPL)CL,2016,376
SFTGBOP,2016,377
FTGFOP1CLCLA,2016,378
GFBOP(SPL)CL,2016,379
OF(O),2016,380
SFTGFOP1HIMM,2016,381
FTGFOP1ESQUI,2016,382
STGBOP1(CL)S,2016,383
SFTGFOP1ROAS,2016,384
GOF(MUSCAT),2016,385
GTGFOP(SPL),2016,386
FTGFOP1(GT)T,2016,387
FTGFOP1CHDEL,2016,388
FTGFOP1ENIGM,2016,389
STGBOP(CH),2016,390
SOF,2016,391
STGFOP1(CLON,2016,392
FTGFOP1CLEUP,2016,393
SFTGFOP1CLAM,2016,394
FTGFOP(GT),2016,395
TGBOP(G/TEA),2016,396
BPS(G/TEA),2016,397
FGTGFOP,2016,398
FTGFOP1CLOOL,2016,399
OCD1,2016,400
FTGOP,2016,401
FBOP CL,2016,402
FTGBOP1,2016,403
FTGFOP1CL,2016,404
TGOF(CH)GT,2016,405
SFTGFOP1TIPP,2016,406
GFBOP(CLONAL,2016,407
BPS(HF),2016,408
BPS(MUSK),2016,409
TGOF(FLOWRY),2016,410
GOF(HF),2016,411
FTGFOP1SPLEN,2016,412
FTGFOP1SPEND,2016,413
FTGFOP1(CH)T,2016,414
FOF(SPL),2016,415
FTGFOP1EUPHO,2016,416
OBOP,2016,417
FTGFOP1TIPPY,2016,418
TGBOP1CHMUSK,2016,419
FTGFOP1(CH)C,2016,420
SFTGFOP1CH M,2016,421
PEKOE,2016,422
FOPSUPERGOLD,2016,423
FTGFOP(HF),2016,424
STGOF(HF),2016,425
OF(S),2016,426
FBOP(SP),2016,427
FTGFOP1 SUPR,2016,428
WONDERMUSCAT,2016,429
FTGFOP1(PREM,2016,430
SFTGFOP1DELI,2016,431
TOF(PREMIUM),2016,432
STGBOP,2016,433
FTGFOP1TP(WI,2016,434
SFTGFOP1FLYS,2016,435
FOF(GREEN),2016,436
TGBOP(TIPY),2016,437
GFOP1(CLONAL,2016,438
TGBOP(G/T),2016,439
TGOF(G/T),2016,440
FBOP(CLONAL),2016,441
SFTGFOP1AUTF,2016,442
FTGFOP1SPLAU,2016,443
SFTGFOP1MONS,2016,444
MOGRA(O),2016,445
SFTGFOP(CHIN,2016,446
GTGBOP(CL),2016,447
FTGFOP1TPCLA,2016,448
FTGFOP1(TIPP,2016,449
FBOP(SPL)CL,2016,450
GBOP(G/T),2016,451
SFTGFOP1GOLD,2016,452
PF(CLONAL),2016,453
GBOP(SPL)CLO,2016,454
MOGRA,2016,455
FOP(CLONAL),2016,456
GTII,2016,457
MOGRAII,2016,458
STGFOP(TIPPY,2016,459
LEAF NEW,2016,460
FTGFOP1AUTCH,2016,461
TGBOP1(AUT),2016,462
OF(CHINA),2016,463
FTGOF AUT,2016,464
TGBOP(TIPP,2016,465
SFTGFOP(,2016,466
FTGFOP1CLASS,2016,467
BPS(AUT),2016,468
GFOPS,2016,469
FOF(GT),2016,470
STGFOP(S),2016,471
FTGFOP1CHCLA,2016,472
TFTGFOP1,2016,473
YELLOWTEA,2016,474
