GRD_CD,year,grade_id
TGBOP(SPL)CL,2017,415
BPS(CL),2017,416
SFTGFOP1TIPYCLS,2017,417
FTGFOP1 GOLD,2017,418
FTGFOP(SPL),2017,419
MOGRAI/IIFINE,2017,420
SFTGFOP1(CH)FIN,2017,421
GBOP(S),2017,422
STGFOP1(CLONAL),2017,423
STGFOP1(TIPPY),2017,424
TGFOP(CL)SPL,2017,425
ORD,2017,426
O MOGRA,2017,427
STGFOP(TIPPY),2017,428
GTGBOP(CLONAL),2017,429
SFTGFOP1CLBSBAR,2017,430
FTGFOP1MOONDROP,2017,431
STGFOP(SPL),2017,432
GBOP(TIPPY),2017,433
SFTGFOP1CLQUEEN,2017,434
FOF(SPL)CL,2017,435
G.GOF,2017,436
SFTGFOP1CHFLSUP,2017,437
SFTGFOP1 THUNDE,2017,438
FTGFOP1(CH)CLA,2017,439
GOF(SPL),2017,440
FTGFOP1 MUSK,2017,441
TGBOP(MUSK),2017,442
TGFOP(SPL-CL),2017,443
SFTGFOP1KKRAMSK,2017,444
STGBOP1(MUSK),2017,445
FTGFOP(SPL)CL,2017,446
SFTGFOP1CLASSIC,2017,447
SFTGFOP1CLASMUS,2017,448
SUMMERBLOSSOMOO,2017,449
FTGFOP1SPLTIPCL,2017,450
FBOPC,2017,451
FTGFOP1 VINTAGE,2017,452
SFTGFOP1(TIPPY),2017,453
SFTGFOP1(GREENT,2017,454
GBOP(SM)SPL,2017,455
G.FTGFOP1,2017,456
FTGFOP1EXOTICWH,2017,457
GBOPS,2017,458
SFTGFOP1HF,2017,459
FTGFOP1HIMALAYA,2017,460
OF(SPL),2017,461
GOF(TIPPY),2017,462
TGBOPMUSK,2017,463
BPS(O)CL,2017,464
GFBOP(CLONAL),2017,465
FBOP1(CL),2017,466
TGBOP(TIPY),2017,467
FBOP(SPL),2017,468
TGFOP1(SPL)CL,2017,469
SFTGFOP1(CL)ENI,2017,470
WHITEPEONY,2017,471
SFTGFOP1(CH)EXC,2017,472
TGFBOP(CL)SPL,2017,473
FTGFOPKAKRAMUS,2017,474
SFTGFOP1KKRA,2017,475
STGBOP1(MUSK,2017,476
SFTGFOP1CLMU,2017,477
SFTGFOP1(WIR,2017,478
STGBOP1(GT),2017,479
SFTGFOP1CLAW,2017,480
SFTGFOP1(VIN,2017,481
FTGFOP1(CH)C,2017,482
FTGFOP1(GT)T,2017,483
FOPCLWONDER,2017,484
FOPHIMMYSTIC,2017,485
FTGFOP1(CL)M,2017,486
STGFOP(S),2017,487
SFTGFOP1TIPMUSK,2017,488
FTGFOP1CLTIPEXT,2017,489
TGBOP(CH,2017,490
STGFOP1(TIPP,2017,491
MOGRAI/IIFIN,2017,492
STGFOP1(S)TIPY,2017,493
GUN POWDER,2017,494
SFTGFOP1CLMUSK,2017,495
FTGFOP1CLEXOTIC,2017,496
TGFOP1(TIPPY,2017,497
SFTGFOP1GOLD,2017,498
OF(GREEN),2017,499
G.TGOF,2017,500
BOPSMCL,2017,501
FINE1(S),2017,502
MOGRAI(S),2017,503
FTGFOP1(MUSC,2017,504
SFTGFOP1FLOR,2017,505
SFINE- 1 (S),2017,506
GTGFBOP(CLONAL),2017,507
SFTGFOP1SUPREME,2017,508
SFTGFOP1(C,2017,509
SFINE,2017,510
FTGFBOP,2017,511
OPS,2017,512
TGBOP1(MUSK),2017,513
BULK2,2017,514
FTGFOP1CLREDTHU,2017,515
OD(S),2017,516
BOP1O,2017,517
TGOF S,2017,518
FTGFOP1(CH)UPR,2017,519
TGBOP(CH)AUT,2017,520
OFCLAUT,2017,521
FTGFOP1WHITETEA,2017,522
GBOP(SPL)CLONAL,2017,523
TGOF(CL)AUT,2017,524
